row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Blank_Extract.mzML Peak area,sweetfern_catkins.mzML Peak area,tansy_dried_flower.mzML Peak area,bittersweet_berries.mzML Peak area,tansy_flower.mzML Peak area,goldenrob_fresh_flowers.mzML Peak area,plantain.mzML Peak area,tansy_leaf.mzML Peak area,ground_ivy.mzML Peak area,bittersweet_roots.mzML Peak area,goldenrod_dried_flowers.mzML Peak area,sweetfern_dried.mzML Peak area,goldenrod_leaves.mzML Peak area,sweetfern_fresh.mzML Peak area,Unnamed: 27
47,459.85696659604173,1.0173908,,,,7.0,,,,,,,0.0,0.0,0.0,35158.867,0.0,0.0,115506.8,66231.18,63786.367,41175.46,0.0,0.0,97474.7,25505.596,
48,588.8136014844663,1.0188594000000002,,,,7.0,,,,,,,0.0,0.0,0.0,46625.316,0.0,23094.914,250533.34,120714.555,97069.75,72802.266,0.0,0.0,176009.1,34039.242,
49,471.3802645982743,1.0191,,,,7.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26892.28,0.0,
50,686.8164707280946,1.0191,,,,7.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25695.955,0.0,
51,458.85580855735435,1.0204692,,,,7.0,,,,,,,0.0,0.0,0.0,189171.4,48115.348,103634.234,602174.5,345501.53,333494.53,217302.53,76222.64,41203.13,516437.03,132992.61,
52,474.8332551750276,1.0204924000000002,,,,7.0,,,,,,,0.0,0.0,0.0,60944.73,0.0,24891.857000000004,488986.94,182239.64,106484.61,115179.76,0.0,0.0,249496.61,40558.445,
53,462.84861833049086,1.0206388000000002,,,,7.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,39417.24,23375.142999999996,21771.693,0.0,0.0,0.0,31977.352000000003,0.0,
54,496.3635784953417,1.021774,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15802.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
55,479.3692308985456,1.0223864,,,,7.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,43535.195,16864.111,0.0,0.0,0.0,0.0,27291.676,0.0,
56,429.8592664131604,1.0238565,,,,7.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24022.35,0.0,0.0,
57,467.86126196783226,1.0265745000000002,,,,7.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,28522.292999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
58,539.8123435795486,1.0265745000000002,,,,7.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,12430.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
59,540.8292242224375,1.0265745000000002,,,,7.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,24222.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
60,604.7913711083874,1.0282292,,,,7.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,112414.34,34462.91,14602.42,22835.494,0.0,0.0,0.0,0.0,
61,473.831389123113,1.0286388000000002,,,,7.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19178.918,0.0,0.0,
62,492.8440700862098,1.0300131,,,,7.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,42532.344000000005,0.0,0.0,0.0,0.0,0.0,20212.418,0.0,
63,718.7708325344178,1.0312295,,,,7.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,45173.29,19958.178,0.0,0.0,0.0,0.0,0.0,0.0,
64,484.85562122336137,1.0313729999999999,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18741.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
65,552.3359487335083,1.0313729999999999,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,24511.722999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
66,589.3138314412155,1.0313729999999999,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,17750.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
67,466.84412857677887,1.0361559,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21507.957000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
68,478.826371041909,1.0361559,,,,7.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,40774.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
69,531.8236348467918,1.0361559,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21496.152000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
70,596.8022920386358,1.0361559,,,,7.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,30042.316000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
71,734.74856839054,1.0409476,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15528.809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
72,581.21492185891,1.0429811,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17274.043,0.0,
73,735.4096615887862,1.0442886,,,,,,,,,,,0.0,59694.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
74,488.7900981549289,1.0444281,,,,,,,,,,,0.0,0.0,0.0,20711.365,29461.074,0.0,0.0,0.0,0.0,20256.375,27650.65,0.0,0.0,0.0,
75,466.8015681926635,1.0477582,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16613.95,0.0,
76,507.15577517858213,1.0488487,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31070.746,0.0,0.0,0.0,0.0,0.0,
77,515.1446639126121,1.0488487,,,,1248.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47899.508,0.0,0.0,0.0,0.0,0.0,
78,447.12436705619547,1.0490542999999999,,,,1042.0,7.0,[M+Na]+,,3.0,115;116;144,424.13515,0.0,36347.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
79,637.2096570203147,1.0490542999999999,,,,1042.0,8.0,[M+H]+,,2.0,119;150,636.2026900000001,0.0,39920.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
80,773.3652074639235,1.0490542999999999,,,,1042.0,6.0,[2M+H]+,,2.0,115;121,386.17917,0.0,38566.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
81,572.7523411148339,1.0497001,,,,1154.0,9.0,[M+Na]+,,2.0,171;123,549.764,0.0,0.0,0.0,15417.594,0.0,0.0,21139.588,24940.049,0.0,18378.422,19421.555,0.0,22103.443,0.0,
82,656.7140009728404,1.0524398000000001,,,,1154.0,10.0,[M+Na]+,,2.0,124;165,633.72564,0.0,0.0,0.0,0.0,0.0,0.0,19553.186,0.0,0.0,15085.538,23731.982000000004,0.0,0.0,0.0,
83,434.1181439565226,1.0536226999999998,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27073.977000000003,0.0,0.0,0.0,0.0,0.0,
84,588.1822102307775,1.0536226999999998,,,,1248.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20904.518,0.0,0.0,0.0,0.0,0.0,
85,596.1710745457216,1.0536226999999998,,,,1248.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34127.152,0.0,0.0,0.0,0.0,0.0,
86,463.0982003398045,1.0538199,,,,1042.0,7.0,[M+K]+,,3.0,115;116;144,424.13515,0.0,150731.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
87,531.0859152306679,1.0538199,,,,1042.0,11.0,[M+Na]+,,2.0,145;146,508.09663,0.0,30644.605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
88,547.0597153384766,1.0538199,,,,1042.0,11.0,[M+K]+,,2.0,145;146,508.09663,0.0,76923.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
89,599.2539489076644,1.0538199,,,,1042.0,,,,,,,0.0,39401.477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
90,631.0209600329304,1.0538199,,,,1042.0,12.0,[M+K]+,,2.0,149;148,592.0579299999999,0.0,45732.414000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
91,675.1659687711029,1.0538199,,,,1042.0,8.0,[M+K]+,,3.0,119;150;120,636.2026900000001,0.0,53139.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
92,714.9825043171367,1.0538199,,,,1042.0,,,,,,,0.0,31415.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
93,759.1273985083287,1.0538199,,,,1042.0,,,,,,,0.0,25424.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
94,504.76662393765963,1.0547197,,,,1154.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,30817.97,64770.19,30775.121,0.0,17555.322,0.0,38387.28,0.0,
95,672.6896484098894,1.0550171999999998,,,,1154.0,10.0,[M+K]+,,2.0,124;165,633.72564,0.0,0.0,0.0,13223.836000000001,0.0,0.0,20493.672,50305.5,0.0,0.0,0.0,0.0,33513.527,0.0,
96,678.706418301413,1.0558078000000002,,,,1042.0,14.0,[M+K]+,,2.0,158;170,639.74335,0.0,0.0,0.0,24425.402000000002,0.0,0.0,0.0,0.0,0.0,54187.152,0.0,0.0,0.0,0.0,
97,588.7280288795622,1.0558608,,,,1154.0,9.0,[M+K]+,,2.0,171;123,549.764,0.0,0.0,0.0,0.0,0.0,0.0,22804.234,54278.21,0.0,0.0,0.0,0.0,38732.836,0.0,
98,1130.4613640143275,1.0571659,,,,1042.0,13.0,[M+K]+,,2.0,173;135,1091.49776,0.0,0.0,49336.765999999996,0.0,23501.387000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
99,502.9150183961722,1.0576026,,,,1042.0,,,,,,,0.0,20722.676,0.0,0.0,11959.636999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
100,1047.499391080928,1.0577176000000001,,,,1042.0,,,,,,,0.0,0.0,48688.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101,594.7449462413798,1.0581913,,,,1042.0,15.0,[M+K]+,,2.0,193;155,555.78183,0.0,0.0,0.0,16302.048999999999,0.0,0.0,0.0,0.0,0.0,40053.58,0.0,0.0,0.0,0.0,
102,510.78360996185927,1.0588278,,,,1042.0,25.0,[M+Na]+,,3.0,214;196;272,487.79434000000003,0.0,0.0,0.0,25577.933999999997,0.0,0.0,23805.248,0.0,0.0,62905.12,0.0,0.0,0.0,0.0,
103,921.5566372307312,1.0595486,,,,1042.0,,,,,,,0.0,0.0,51923.47,0.0,15899.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
104,1048.4981793453057,1.0598235,,,,1042.0,21.0,[M+K]+,,2.0,211;207,1009.5350800000001,0.0,0.0,103360.08,40491.78,0.0,0.0,0.0,66854.164,0.0,0.0,0.0,0.0,0.0,0.0,
105,586.8762637545711,1.060281,,,,1042.0,18.0,[M+K]+,,2.0,208;198,547.91298,0.0,37746.492,0.0,19446.027,32046.867000000002,0.0,0.0,0.0,0.0,15685.708,0.0,0.0,0.0,0.0,
106,930.5888461721587,1.0605755,,,,1042.0,19.0,[M+K]+,,2.0,212;202,891.6266300000001,0.0,0.0,0.0,19537.924,0.0,0.0,0.0,0.0,0.0,36596.195,0.0,0.0,0.0,0.0,
107,526.7575094823621,1.0608141000000002,,,,1042.0,32.0,[M+Na]+,,3.0,214;281;275,503.76833,0.0,0.0,87874.086,157631.52,21861.062,31906.514,115738.766,83020.46,0.0,140515.98,98828.516,17338.343999999997,66332.49,39039.527,
108,946.5637847190936,1.0608481,,,,1042.0,23.0,[M+K]+,,2.0,212;215,907.60013,0.0,0.0,41379.273,49975.56,0.0,0.0,0.0,29479.812,0.0,23560.588,0.0,0.0,0.0,0.0,
109,442.79608619147837,1.0609431,,,,1042.0,43.0,[M+Na]+,,3.0,216;291;289,419.80688,0.0,0.0,33578.906,58744.133,0.0,0.0,45922.062000000005,33315.086,0.0,56261.155999999995,37309.926,0.0,23221.264,16785.311999999998,
110,464.72618606646637,1.0610540000000002,,,,686.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116730.8,0.0,106874.88,
111,1132.460304887252,1.0619754,,,,1042.0,,,,,,,0.0,0.0,79335.55,0.0,29742.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38292.387,0.0,
112,610.7188972572969,1.0622022,,,,1042.0,22.0,[M+K]+,,2.0,230;193,571.75573,0.0,0.0,45668.934,70941.46,0.0,16491.424,53242.84,43831.15,0.0,59276.44,47227.832,0.0,33796.66,18418.69,
113,1005.5176054432914,1.0624895,,,,1042.0,,,,,,,0.0,0.0,40866.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
114,778.6417468477208,1.0625155000000002,,,,1042.0,31.0,[M+K]+,,2.0,238;250,739.6786,0.0,0.0,50042.137,72507.92,0.0,0.0,39048.598,39351.336,0.0,44143.78,0.0,0.0,35531.89,0.0,
115,1216.42031096328,1.0624895,,,,1042.0,,,,,,,0.0,0.0,52162.155999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
116,1300.3813871442114,1.0624895,,,,1042.0,,,,,,,0.0,0.0,41760.437999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
117,882.5728738448573,1.0626004,,,,1042.0,35.0,[2M+K]+,,2.0,253;246,421.80485999999996,0.0,0.0,50242.348,25265.955,30473.139,0.0,0.0,42036.9,0.0,0.0,0.0,0.0,0.0,0.0,
118,694.6803893653205,1.0627316,,,,1042.0,17.0,[M+K]+,,2.0,247;170,655.71722,0.0,0.0,58296.824,78897.91,0.0,17700.26,48585.223,47518.74,0.0,56439.97,46541.24,0.0,37612.6,19428.955,
119,762.667833606389,1.0629594,,,,1042.0,31.0,[M+Na]+,,2.0,238;250,739.6786,0.0,0.0,0.0,21630.952999999998,0.0,0.0,0.0,0.0,0.0,47475.504,0.0,0.0,0.0,0.0,
120,846.6290014000892,1.0629594,,,,1042.0,,,,,,,0.0,0.0,0.0,18847.558999999997,0.0,0.0,0.0,0.0,0.0,44435.918,0.0,0.0,0.0,0.0,
121,1191.343353973453,1.0631654,,,,1042.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66214.8,0.0,0.0,0.0,0.0,0.0,
122,546.7278664340438,1.0634142,,,,1042.0,,,,,,,0.0,0.0,81120.28,60296.405999999995,61348.37,57339.12,30402.272999999997,80948.47,0.0,16514.808999999997,42638.25,22001.412,65300.55,29769.645,
123,466.72417876711256,1.0634369,,,,686.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59564.21,0.0,52368.363,
124,548.6877534151877,1.0634371,,,,686.0,47.0,[M+K]+,,2.0,337;257,509.72468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133518.11,0.0,124536.95,
125,638.6048789520447,1.0634371,,,,686.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83189.5,0.0,77093.11,
126,722.5661450950612,1.0634371,,,,686.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100080.95,0.0,87107.56,
127,800.5721570350287,1.0634369,,,,686.0,42.0,[M+K]+,,2.0,262;300,761.6093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113497.06,0.0,103277.75,
128,884.5339590402764,1.063436,,,,686.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87859.5,0.0,76475.375,
129,892.4873909106128,1.0634371,,,,686.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83416.555,0.0,68771.195,
130,968.495596213456,1.063436,,,,686.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67704.99,0.0,53467.637,
131,964.5370320544008,1.0641213999999999,,,,1042.0,34.0,[M+K]+,,2.0,248;274,925.57395,0.0,0.0,117092.78,54334.676,57861.74,49528.13,0.0,96383.48,0.0,0.0,0.0,0.0,73320.5,0.0,
132,1046.5001675446053,1.0641204,,,,1042.0,32.0,[2M+K]+,,2.0,214;275,503.76833,0.0,0.0,72469.38,35394.75,36658.49,32438.827999999998,0.0,55132.617,0.0,0.0,0.0,0.0,44741.945,0.0,
133,460.7680079705758,1.0645868,,,,1042.0,35.0,[M+K]+,,2.0,253;280,421.80485999999996,0.0,0.0,130822.71,97104.445,113221.36,93064.94,54685.285,144916.52,45495.66,30526.676,74658.06,38669.187999999995,121148.77,49704.996,
134,542.7313604721213,1.0645863000000002,,,,1042.0,32.0,[M+K]+,,2.0,214;281,503.76833,0.0,0.0,699783.25,498980.88,552180.7,489102.66,267997.06,753902.94,217813.02,160723.84,384395.06,181356.12,609237.3,248949.05,
135,794.6160547728516,1.0649226,,,,1042.0,37.0,[M+K]+,,2.0,238;286,755.65271,0.0,0.0,144245.47,84105.664,90439.75,90897.21,0.0,139871.73,29243.027000000002,0.0,0.0,30552.662,126321.99,39144.324,
136,544.7295699826418,1.0649828000000001,,,,1042.0,41.0,[M+K]+,,2.0,287;276,505.76595999999995,0.0,0.0,370444.94,269235.88,295943.66,259516.98,138995.42,392376.94,109613.25,81293.68,186446.25,102197.97,309122.25,130711.81,
137,880.5751732069814,1.065142,,,,1042.0,45.0,[M+K]+,,2.0,288;285,841.61225,0.0,0.0,142690.38,71203.83,85343.984,75350.99,0.0,124993.125,0.0,0.0,0.0,20664.54,99069.27,33915.844,
